date_created_utc,creator,creator_url,version,os,question_id,question_url,question_title,question_content
2026-05-06 21:19,je01,https://support.mozilla.org/en-US/user/je01/,unknown,Windows 11,1580293,https://support.mozilla.org/questions/1580293,Continually get message from Thunderbird:  https://p123-contacts.icloud.com is requesting your username and password.,I continually get this message from Thunderbird:  https://p123-contacts.icloud.com is requesting your username and password.  I have entered apple pw but it never stops.  Anyone else seen this? 
2026-05-07 03:15,assprofevil,https://support.mozilla.org/en-US/user/assprofevil/,150.0.1,Windows 11,1580361,https://support.mozilla.org/questions/1580361,Problem using public key for s/mime,"I have tried using s/mime encrytpion for the first time. I have created 3 different accounts using the same CA on 3 different devices. All three can communicate with each other using the s/mine encryption. I used multiple methods - sending a signed email first and then encrypted+signed, creating a .pem file with public key - importing it in Manage certificates/people and sending an encrypted+signed email. Sending an encrypted email from-to the same address also works. What I can't seem to be able to do is use any other public keys. I have a list of companies and their keys, but whether I use a file downloaded from their site or copy the key to txt and then make a .pem file out of it, as I did with my addresses, I can't send an email that is both encrypted and signed.  I get ""end-to-end encryption requires resolving certificate issues for ..."" and the recipient status ""not found"". They specifically don't want to send a signature first and then encrypted+signed, and I am stuck trying to figure out what I am doing wrong. Any help is greatly appreciated. "
2026-05-07 03:50,deivid.678,https://support.mozilla.org/en-US/user/deivid.678/,91.2.0,Windows 10,1580365,https://support.mozilla.org/questions/1580365,estou tentado acessar o programa qndo pede a senha das credenciais aparece uma nova pagina escrito about:blanck,b tarda amigos estou fazendo configuraçao no programa mais qndo dgito a senha abre outra pagina escrita forneça as credenciais para email da yahoo   e fica em branco e aparece escrito about:blank .. o que poderia ser ? 
2026-05-07 14:16,lilly,https://support.mozilla.org/en-US/user/lilly/,140.10.0esr,Linux,1580416,https://support.mozilla.org/questions/1580416,Lightning calendar converts single RDATE to multiple and does not consider PERIOD,"Hello, I'm trying to create a calendar event with irregular recurrence. Not only is the starting time different, but also the duration. Since AFAIK this is not possible using the interface, I directly edited the .ics to this: RDATE;VALUE=PERIOD:20260506T063000Z/20260506T130000Z,20260507T054500Z/20260507T110000Z I then manually synced the calendar. The starting time is honored, the duration, however, is not. I found the entry in the .ics changed by Thunderbird to this: RDATE:20260506T063000Z RDATE:20260507T054500Z How can I get Thunderbird to honor the different durations? Thanks "
2026-05-10 04:53,piyaupiyau,https://support.mozilla.org/en-US/user/piyaupiyau/,150.0.2,Windows 11,1580869,https://support.mozilla.org/questions/1580869,yahoomailのアカウント設定でパスワードを入力してもその先に進めない,サンダーバードでヤフーのアカウントを使えるようにしてほしい 
2026-05-11 05:03,mistya59,https://support.mozilla.org/en-US/user/mistya59/,148.0 (64-bit),Linux,1581009,https://support.mozilla.org/questions/1581009,In Thunderbird can archived messages be sorted by date archived?,"I accidentally archived multiple messages today that I had deliberately kept in my inbox for attending to later. My archive folder is set to ""All Mail"" unfortunately. Can I sort the messages in All Mail by date archived? It will be a massive task for me to find them otherwise as the messages I want to retrieve are up to 2 years old "
2026-05-11 08:42,Patrickfilmer,https://support.mozilla.org/en-US/user/Patrickfilmer/,,Windows 11,1581022,https://support.mozilla.org/questions/1581022,"Dear invaluable Mozilla Community, I am about to download all my Hotmail/Outlook content (over 20 years worth!) to local storage as a .PST file. Can Mozilla help me acces, search and read those mails and attachments?","I have many years worth of e-mails in several folder in Hotmail/Outlook. I am about to download them to local HD storage. I will probably use the Outlook Export function which I understand will send me a massive single .PST file.  Does Mozilla have a way by which I will be able to search, read and generally access those e-mails and their attachments? Thank you very much for your help - this is part of my campaign to become less dependent on the Big Tech Bros... "
2026-05-11 15:34,marita.wilczek,https://support.mozilla.org/en-US/user/marita.wilczek/,150.0.2 (64-Bit(,,1581057,https://support.mozilla.org/questions/1581057,Thunderbird.Only Shows. Der E-Mails of the Past to Three Weeks on My Mobile Phone and on my laptop. Alle Mails kennen Only. Exzeon the Website of Vodafone,Thunderbird Only Provides My E-Mails of the past two or three Weeks on my mobile phone and on my Laptop. Die Older Mails kann online be accesssed on the Vodafone Webpage. How can I synchronise My Account? 
2026-05-11 20:23,sarima,https://support.mozilla.org/en-US/user/sarima/,150.0.2,Windows 10,1581089,https://support.mozilla.org/questions/1581089,Cannot send e-mail after reinstalling Thunderbird,"For some reason since reinstalling my Thunderbird every time I try to sen e-mail I get the error ""Sending of the message failed. An error occurred while sending mail. The mail server responded: <SantoshS1@vbeyond.com>: Recipient address rejected: Access denied. Please check the message recipient ""SantoshS1@vbeyond.com"" and try again. They are perfectly valid addresses, as they are generated using Reply. This did not happen before I was forced to reinstall from scratch. I suspect it may be some sort of issue with my account configuration in Thunderbird, as I had to recreate that. "
2026-05-11 20:31,luciana3,https://support.mozilla.org/en-US/user/luciana3/,150.0.2 (64 bits),Windows 11,1581092,https://support.mozilla.org/questions/1581092,PROBLEMA COM ENVIO DE E-MAILS,TODOS OS E-MAILS QUE ESTOU ENCAMINAHNDO ESTÃO VOLTANDO COM ERRO 550 Connection Rejected - see http://www.spamhaus.org/query/ip/162.241.3.16 AUP#BL  PRECISO DE AJUDA PARA SOLUCIONAR O PROBLEMA. 
2026-05-12 01:41,mlandyanderson1,https://support.mozilla.org/en-US/user/mlandyanderson1/,150.0.2 (64-bit),Windows 11 Home Version 25H2 Build 26200.8246,1581146,https://support.mozilla.org/questions/1581146,Is there a way to flag messages to be imported in task apps?, I am able to convert emails to tasks in Gmail   I am able to flag emails in outlook to be read into Microsoft To Do  I can tag emails in Thunderbird but then what?  I have not seen an extension for this  I have MCI and i need to get tasks organized including todo items in email and calendar apps. Any help would be welcomed. 
2026-05-12 06:09,r.meer74,https://support.mozilla.org/en-US/user/r.meer74/,140.10.2.esr,Windows 11,1581178,https://support.mozilla.org/questions/1581178,"Ik stelde de vraag hoe ik een alias kan verwijderen, maar dit is nu opgelost.",Probleem opgelost. 
2026-05-12 08:31,pdanos51,https://support.mozilla.org/en-US/user/pdanos51/,Cannot retrieve it,Windows 10,1581193,https://support.mozilla.org/questions/1581193,Mozilla Thunderbird,I use Thunderbird and received a message about an update which I allowed. I went to another app and when I checked Thunderbird all of my data is gone. The only folder Mozilla Thunderbird folder reads: tobedeleted. It is empty. All of the data is gone. Is there a way to retrieve it? PD - [edited from public] @gmail.com. My desktop runs Windows 10 only. 
2026-05-12 16:46,simon234,https://support.mozilla.org/en-US/user/simon234/,140.10.2esr,Fedora Linux 43 (Workstation Edition),1581240,https://support.mozilla.org/questions/1581240,Thunderbird does not fetch all RSS feeds,"Hi, I use my Thunderbird installation as a feed reader for RSS. Unfortunately, there are two feeds which aren't updated any more. I can't find an error. The feed is OK, I checked the XML file - the new entries are in the feed. The same feed works with a different feed reader. I already deleted the feed and added it again to Thunderbird. That didn't help. I don't know how to find the error. One of the not working RSS feeds is this one: https://mastodon.social/@islieb.rss When I execute ""right click -> Get Messages"" on the feed, nothing happens. No error message... What can I do to find the error? I'm running Fedora Linux 43, Workstation Edition; Thunderbird 140.10.2esr from Flathub. Everything's up to date. Thanks, Simon "
2026-05-12 17:30,pnagyvok,https://support.mozilla.org/en-US/user/pnagyvok/,150.0.2,Windows 11,1581254,https://support.mozilla.org/questions/1581254,"""Show Timezones"" button logic is reversed if it was already turned on in New Event window","If you turn on ""Show Timezones"" in the New Event window, then close it, and open a New Event window again, the time zones will be shown, but the option will not be checked in the settings, checking it now will hide it instead "
2026-05-13 06:50,haigster1,https://support.mozilla.org/en-US/user/haigster1/,150.0.1 (64-bit),Windows 10,1581357,https://support.mozilla.org/questions/1581357,How do I delete completed tasks in the task tab?,"I have daily tasks that I dismiss every morning. When I open the Tasks tab, all the dismissed tasks are still there. Is there a delete the completed tasks so they don't clutter the task list?  The attached image shows my list of dismissed task, all in red. "
2026-05-13 07:12,gcoote67,https://support.mozilla.org/en-US/user/gcoote67/,150.0.2 (64-bit),Windows 11,1581362,https://support.mozilla.org/questions/1581362,"""Exchange auth error"" when trying to add Outlook or Gmail accounts to Mozilla Thunderbird","Hi all I have recently downloaded Mozilla thunderbird, but am having trouble with adding accounts (outlook and gmail). I keep getting the ""Authentication failed"" error. Have tried other solutions online, like disabling the Account Hub, but nothing changes. I understand that may no longer be a solution. Is there anything else I can try?  Thanks in advance. "
2026-05-13 09:26,jim.murray,https://support.mozilla.org/en-US/user/jim.murray/,150.0.02 64 bit,Windows 11,1581376,https://support.mozilla.org/questions/1581376,Authentification Error,"Hi I cannot add my BT mail account. I keep getting authentification error.  I can use Firefox to login to my email account so I know the password is ok. The account recently had 2 step verification added. Could this be the problem? My email account has two sub email id's. I have added both these email addresses to Thunderbird and they work fine. I use POP3. The two addresses that were added were done using the automatic installation. I have tried to manually setup the problem address but to no avail. It may be a BT problem because I tried to change my password, I went through all the on screen prompts and received confirmation of a password change but I still can only login to my emails using Firefox with the old password. The new password doesn't work. "
2026-05-13 23:10,hector12,https://support.mozilla.org/en-US/user/hector12/,150.0.2,Windows 11,1581474,https://support.mozilla.org/questions/1581474,Can’t send email via AT&T account,"Have an AT&T email account on 3 computers. Two of them running windows 10. One mqchine running windows 11. On the windows 11 machine, we set up a new email account and it doesn’t work. Sometimes you cannot send or receive. We delete that account and create a new one and sometimes it receives but does not send. It asks us to retry or enter a new password. We enter the password and still fails to authenticate. We tried setting it up as POP other times as SMTP. Still fails. Sometimes we get a yahoo pop up to help us set up the new email account but most times that yahoo pop up does not appear. We tried to match the setting of the windows 10 computer exactly and still doesn’t work.  Sometimes we get it to work using the above methods but fails after 1-2 weeks.  Any insights? "
2026-05-14 01:22,jallen2,https://support.mozilla.org/en-US/user/jallen2/,150.0.2,Mac OS x 10_15_7,1581503,https://support.mozilla.org/questions/1581503,"When sending an email response, it only goes to 70% and stops sending","When attempting to send an email, it will only send up to 70% or so and stops. "
2026-05-14 01:25,rc.woolfenden,https://support.mozilla.org/en-US/user/rc.woolfenden/,140.10.2esr (64bit,Windows 11,1581504,https://support.mozilla.org/questions/1581504,Unable to download emails,"I started getting this message when I attempt to download my email to Thunderbird: ""Unable to write the email to the mailbox.  Make sure the file system allows you write privileges, and you have enough disk space to copy the mailbox.""   I am using AOL with the address:  rc.woolfenden@verizon.net on a Windows 11 platform with a 1TB solid state hard drive.  I have never encountered this issue before. R.C. Woolfenden "
2026-05-14 03:27,peteh1944,https://support.mozilla.org/en-US/user/peteh1944/,150.0.2 (64bit),Windows 10,1581524,https://support.mozilla.org/questions/1581524,Thunderbird will not send hotmail.,"Hi I have a hotmail account registered to my Thunderbird account, I receive mail. OK but it won't send mail comes up with error ""unable to connect"". Followed by:- (Should be a screenshot but it wont load?) which says ""Sending message failed The message could not be sent connection to server SMTP timed out."" This is a new occurrence not experienced before? If I go to webmail it will send OK? Pete "
2026-05-14 12:59,patricia10,https://support.mozilla.org/en-US/user/patricia10/,18.0,,1581582,https://support.mozilla.org/questions/1581582,Bijlages kan ik niet openen en links worden weergegeven als veel tekst,"Hallo, Mijn vraag is: Ik zie dat er een paperclip/bijlage bij de mail zit, maar ik kan hem nergens openen. Welke instelling staat er niet goed? En ik krijg alle links helemaal uitgeschreven in de mails in code, die achter de schermen kan blijven en ik wil ook graag alleen een link in 1 woord waar ik op kan klikken om bijvoorbeeld naar een website te gaan.  Ik kom er net achter dat als ik de mail archiveert dat hij dan wel goed te zien is. Ik stuur het verschil in de bijlagen. Heeft iemand hier een oplossing voor? Patricia 🙏 "
2026-05-14 23:23,hertzfl2,https://support.mozilla.org/en-US/user/hertzfl2/,150.0.2,Windows 11,1581655,https://support.mozilla.org/questions/1581655,my email for saved personal emails has disappeared,bold texti had a folder for emails for personal saved emails and i went to thunderbird email and it was gone i have checked my profile and that folder does not exist. i checked my yahoo mail file and that folder does not exist 
2026-05-15 02:25,jctmoran9,https://support.mozilla.org/en-US/user/jctmoran9/,150.0.b1,Windows 11,1581677,https://support.mozilla.org/questions/1581677,Mail not downloading and name of account is now in red,My email is now downloading and the names on my accounts are now in red with a small red triangle nest to the account name 
2026-05-15 12:40,bazire,https://support.mozilla.org/en-US/user/bazire/,150.0.2 (64-bit),Windows 11,1581733,https://support.mozilla.org/questions/1581733,cannot send emails thunderbird changes dot into dash in the address bar,"when i write an address in my email thunderbird changes dot to dash. if I correct it, it still changes the dot into a dash and my email does not go out or i get a delivery error message "
2026-05-15 19:18,luciana3,https://support.mozilla.org/en-US/user/luciana3/,550 Connection Rej,Windows 11,1581770,https://support.mozilla.org/questions/1581770,PROBLEMA PARA ENVIO DE E-MAILS,TODOS OS E-MAILS QUE ESTOU ENCAMINAHNDO ESTÃO VOLTANDO. 
2026-05-15 20:09,guictr88,https://support.mozilla.org/en-US/user/guictr88/,150.0.2,Windows 11,1581778,https://support.mozilla.org/questions/1581778,"Ao tentar inserir uma imagem em uma resposta, a imagem é inserida sobre o conteúdo da mensagem à qual estou respondendo","Olá, Estou tendo um problema em que, ao tentar inserir uma imagem em uma resposta, a imagem é inserida sobre o conteúdo da mensagem à qual estou respondendo, como mostrado neste vídeo. Para tentar corrigir, insiro parágrafos para posicionar o conteúdo da mensagem original abaixo do conteúdo da resposta. Ocorre que quando faço o envio e verifico a mensagem enviada, existe um grande espaço entre a imagem e o conteúdo da mensagem original. "
2026-05-16 00:42,dee3,https://support.mozilla.org/en-US/user/dee3/,140.7.1esr (64-bit,Linux,1581834,https://support.mozilla.org/questions/1581834,"There used to be a way to block sending an e-mail to a particular recipient, how can I do this now?","There used to be a way to block sending an e-mail to a particular recipient, how can I do this now? When using reply to, there is a defaut address that is used that causes an error. I need thunderbird to block this recipient ( only from sending as they are the default sender ). Thunderbird used to have this option for ""sending rules"" but it appears to have been removed. "
2026-05-16 01:45,saintjaved,https://support.mozilla.org/en-US/user/saintjaved/,150.0.2 (64-bit),Linux,1581844,https://support.mozilla.org/questions/1581844,I can't send emails via Thunderbird in Ubuntu 24.04,I tried everything and I mean everything and I am still getting this error shown in the image attached. Can someone help?   I removed saved passwords  Un installed and re-installed thunderbird  created new profile  P.s. This is an office 365 account 
2026-05-16 02:32,jaewonleee333,https://support.mozilla.org/en-US/user/jaewonleee333/,150.0.2,Windows 11,1581848,https://support.mozilla.org/questions/1581848,There is two of the exact same email delievered to the same email address,All the email i receieve get a duplicate as a reply only in thunderbird not other email services like google or apple. How do i fix this? 
2026-05-16 06:15,rrdein,https://support.mozilla.org/en-US/user/rrdein/,150.0.2 (64-bit),Windows 11,1581876,https://support.mozilla.org/questions/1581876,Thunderbird downloading new e-mails but they don't show in the Inbox message list,I have new e-mails from some company.  I can search for the company and the e-mails show up (as recently as today) but in the list I only see e-mails as recent as 35 days ago.  I see TB periodically download new messages but they don't show in the list.  I have searched all over for a solution and nothing has worked.  I have no Message Filters and I have no Quick Filters active.  I have tried both repairing and compacting the Inbox.  Does anyone have anything else I can try? 
2026-05-16 08:19,guenat,https://support.mozilla.org/en-US/user/guenat/,150.0.3,,1581890,https://support.mozilla.org/questions/1581890,Störung beim Email-Empfang auf dem IPhone,"Beim Aufrufen meiner Emails auf dem PC, erscheint ein Fenster:  Verbindung konnte mit .arcor.de nicht hergestellt werden, obwohl ich Mails empfangen und senden kann. Bis vor einer Woche konnte ich mit gleicher Enail-Adresse auch gleichzeitig auf meinem IPhone senden und empfangen, im Moment kann ich nur Mails versenden, empfangen nicht mehr. "
2026-05-16 19:44,luigi3,https://support.mozilla.org/en-US/user/luigi3/,150.0.2,Linux,1581952,https://support.mozilla.org/questions/1581952,Repositório,"Bom dia, por quê o Thunderbird não segue o caminho do Firefox e cria um repositório que facilite atualizações? Ex: via apt. Atenciosamente, Luigi Kurihara. "
2026-05-17 06:39,osuarez770,https://support.mozilla.org/en-US/user/osuarez770/,150.02.0 (Arch),Mac OS x 10_15_7,1582047,https://support.mozilla.org/questions/1582047,Cannot create my account because there is always an error message complaining about the server etc..,"Error box ""Thunderbird failed to find the settings for your email account"" Though I was successful at getting Yahoo to install- I could NOT get my tuta mail account nor my Zoho mail account to install and run.  I don't understand why- any solution posted on AI are too technical for me to understand and invest soo much time to try and figure out.  Can I  please get some help to activate my accounts here ?  Thanks! I'm using a macbook Pro M3bold text "
2026-05-17 22:45,bn1,https://support.mozilla.org/en-US/user/bn1/,150.0.2 (64-bit),Windows 11,1582136,https://support.mozilla.org/questions/1582136,Slettede mails vises med flag som der stadig er en ulæst mails,"Når jeg sletter mails, bliver der stadig ved med at vise en mails som ikke er læst med et flag på bundlinien . Først når jeg trykker på eks. kladeer og derefter indbakke forsvinder dette. "
2026-05-18 14:03,bigfoot,https://support.mozilla.org/en-US/user/bigfoot/,150.0.2,Linux,1582226,https://support.mozilla.org/questions/1582226,TLS Certificate as Authentication for SMTP,"OS: GNU/Linux Thunderbird Desktop Is it possible to set up a TLS client certificate for authentication with SMTP, as it is with IMAP?  It works fine on the K-9 Android client for both IMAP and SMTP. Is there a reason why this hasn't yet been added as an authentication method for SMTP? Thank you! Best Regards "
2026-05-18 21:34,fplantinga,https://support.mozilla.org/en-US/user/fplantinga/,140.10.2esr (64-bi,Linux Zorin-18,1582299,https://support.mozilla.org/questions/1582299,Gekozen tekstkleur in nieuwe mails blijven altijd zwart....,"Als tekstkleur en achtergrondkleur van mijn emails heb ik keuzes gemaakt die standaard zichtbaar worden in de mails. Maar als ik mijn tekst wil kleuren met mijn gekozen kleur, blijft de tekst zwart. Hoe verander ik dat? En kan ik die keuzes ook permanent maken zonder dat ik telkens in elke nieuwe email die kleur moet aanklikken? Dank voor het meedenken! Frea "
2026-05-19 01:42,nina.gettler,https://support.mozilla.org/en-US/user/nina.gettler/,150.0.2,Windows 11,1582348,https://support.mozilla.org/questions/1582348,"After latest update, Thunderbird crashes immediately when trying to start it","I am running Windows 11 Pro 25H2. After updating Thunderbird recently to the latest version, it is crashing immediately upon starting Thunderbird, not even bringing up the initial screen. The message is ""Thunderbird has stopped working. A problem caused the program to stop working correctly. Please close the program."" In addition, it brings up the Mozilla Crash Reporter, which states ""We are sorry Thunderbird had a problem and crashed. We will try to restore your tabs and windows when it restarts."" I do not want to lose all my old POP3 messages, etc. Please help, Nina "
2026-05-19 06:17,broensch01,https://support.mozilla.org/en-US/user/broensch01/,150,Windows 11,1582385,https://support.mozilla.org/questions/1582385,Cannot connect to hotmail account,I cannot connect to hotmail account using thunderbird account Now just trying hotmail Gmail was working but co8uld not add hotmail Need both 
2026-05-19 11:11,quiltjunkie2002,https://support.mozilla.org/en-US/user/quiltjunkie2002/,150.0.2,Windows 11,1582421,https://support.mozilla.org/questions/1582421,Not accessing my mail server,"I just replaced my WiFi router and was able to get 5 messages after new network set up, but now it can't connect to outgoing or incoming mail server.. I double checked all my setting with Spectrum and all looks good, but won't connect. "
2026-05-19 11:56,aigarashi.hibinosekkei,https://support.mozilla.org/en-US/user/aigarashi.hibinosekkei/,150.0.2,Windows 10,1582426,https://support.mozilla.org/questions/1582426,"After updating Thunderbird to version 150.0.2, I can no longer connect to my lolipop.jp mail servers.","After updating Thunderbird to version 150.0.2, I can no longer connect to my lolipop.jp mail servers. Symptoms:   Both IMAP and SMTP stopped working at the same time  Webmail works normally  Multiple mail accounts are affected  Thunderbird times out when connecting to the servers  The issue started immediately after updating to Thunderbird 150.0.2  Settings tested:   IMAP: imap.lolipop.jp / Port 993 / SSL-TLS / Normal password  SMTP: smtp.lolipop.jp / Port 465 SSL-TLS and Port 587 STARTTLS  Tried Thunderbird Safe Mode  Tried reinstalling Thunderbird  Tried disabling Norton security/firewall temporarily  Same issue persists  Could this be a known issue with Thunderbird 150.0.2? If so, is there any workaround or planned fix? Thank you. "
2026-05-19 14:42,dreamphaserx,https://support.mozilla.org/en-US/user/dreamphaserx/,150.0.2 (64-bit),Windows 10,1582444,https://support.mozilla.org/questions/1582444,Can't connect to server / Authentication error,"I have 3 different hotmail accounts. And tried to set them up in a newly installed thunderbird app on windows (10,sorry not up to date). In the beginning I had 2 out of 3 working, but the last one is my business account and it didn't connect. I tried many different ways to get it working, and now only the 1st one is still connecting correctly. The second one also doesn't connect anymore and is giving me the: ""The connection was refused when attempting to contact localhost."" or Authentication error: Unable to log in at server. Probably wrong configuration, username or password. I know for sure password and username are correct. I have added thunderbird to exceptions in firewall. I also tried turning the firewall off. no changes. I have no idea where it got so messy but can someone guide me in this? Most of it I do not understand so it is obvious I made mistakes. "
2026-05-19 15:09,mnelsonks,https://support.mozilla.org/en-US/user/mnelsonks/,18.0,Android,1582447,https://support.mozilla.org/questions/1582447,Outlook no longer working in Thunderbird,Outlook no longer working in Thunderbird.  See screenshot 
2026-05-19 15:16,keith.stevenson,https://support.mozilla.org/en-US/user/keith.stevenson/,150.0.2 (64-bit),Windows 11,1582448,https://support.mozilla.org/questions/1582448,cannot reply to messages,when I press reply I get a message which times out 
